season,race_num,race_name,race_date,driver,car,team,team_group,rank,rank_num,grid,laps,time_retired,pts_rank,pts_pole,pts_bonus,points
4,5,2018 Mexico City,2018-03-03,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,3,3,3,47,+6.615,15,0,0,15
4,11,2018 New York City,2018-07-14,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,3,3,1,43,+2.583,15,3,0,18
6,4,2020 Mexico City,2020-02-15,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,3,3,4,36,+6.181,15,0,0,15
6,9,2020 Berlin race 4,2020-08-09,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,3,3,4,37,+1.392,15,0,0,15
6,11,2020 Berlin race 6,2020-08-13,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,3,3,2,36,+2.841,15,0,1,16
1,2,2014 Putrajaya,2014-11-22,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,3,3,19,31,+ 5.739,15,0,0,15
2,7,2016 Paris,2016-04-23,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,3,3,8,45,+1.616,15,0,0,15
1,1,2014 Beijing,2014-09-13,Charles Pic,28,Andretti,BMW-Andretti,4,4,7,25,+19.301,12,0,0,12
1,9,2015 Moscow,2015-06-06,Jean-Éric Vergne,27,Andretti,BMW-Andretti,4,4,1,35,+12.416,12,3,0,15
5,2,2019 Marrakesh,2019-01-12,Alexander Sims,27,Andretti-BMW,BMW-Andretti,4,4,4,31,+0.740,12,0,0,12
5,10,2019 Berlin,2019-05-25,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,4,4,7,37,+5.845,12,0,0,12
5,12,2019 New York City,2019-07-13,Alexander Sims,27,Andretti-BMW,BMW-Andretti,4,4,5,36,+2.971,12,0,0,12
4,7,2018 Rome,2018-04-14,Daniel Abt,66,Audi,Audi,4,4,9,33,+10.167,12,0,1,13
5,5,2019 Hong Kong,2019-03-10,Daniel Abt,66,Audi,Audi,4,4,12,36,+1.985,12,0,0,12
5,8,2019 Paris,2019-04-27,Lucas di Grassi,11,Audi,Audi,4,4,8,32,+3.666,12,0,0,12
6,11,2020 Berlin race 6,2020-08-13,René Rast,66,Audi,Audi,4,4,3,36,+3.580,12,0,0,12
7,1,2021 Diriyah,2021-02-26,René Rast,33,Audi,Audi,4,4,3,32,+4.852,12,0,1,13
1,10,2015 London,2015-06-27,Lucas di Grassi,11,Audi Sport ABT,Audi,4,4,3,29,+2.409,12,0,2,14
2,9,2016 London,2016-07-02,Lucas di Grassi,11,Audi Sport ABT,Audi,4,4,11,33,+8.914,12,0,0,12
3,8,2017 Berlin race 2,2017-06-11,Daniel Abt,66,Audi Sport ABT,Audi,4,4,8,46,+13.631,12,0,0,12
3,9,2017 New York City,2017-07-15,Lucas di Grassi,11,Audi Sport ABT,Audi,4,4,10,43,+6.155,12,0,0,12
3,11,2017 Montreal,2017-07-29,Daniel Abt,66,Audi Sport ABT,Audi,4,4,11,35,+8.592,12,0,0,12
1,5,2015 Miami,2015-03-14,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,4,4,8,39,+5.941s,12,0,0,12
2,1,2015 Beijing,2015-10-24,Loïc Duval,6,Dragon Racing,Dragon,4,4,8,26,+16.009,12,0,0,12
2,3,2015 Punta del Este,2015-12-19,Loïc Duval,6,Dragon Racing,Dragon,4,4,2,33,+6.807,12,0,0,12
2,5,2016 Mexico City,2016-03-12,Loïc Duval,6,Dragon Racing,Dragon,4,4,7,43,+26.3585,12,0,0,12
2,10,2016 London race 2,2016-07-03,Loïc Duval,6,Dragon Racing,Dragon,4,4,10,33,+23.290,12,0,0,12
7,2,2021 Diriyah race 2,2021-02-27,Sérgio Sette Câmara,7,Dragon-Penske,Dragon,4,4,2,29,+12.817,12,0,0,12
3,4,2017 Mexico City,2017-04-01,Mitch Evans,20,Jaguar,Jaguar,4,4,11,45,+9.770,12,0,0,12
4,1,2017 Hong Kong,2017-12-02,Nelson Piquet Jr.,3,Jaguar,Jaguar,4,4,10,43,+15.324,12,0,0,12
4,3,2018 Marrakesh,2018-01-13,Nelson Piquet Jr.,3,Jaguar,Jaguar,4,4,7,33,+6.554,12,0,1,13
4,5,2018 Mexico City,2018-03-03,Nelson Piquet Jr.,3,Jaguar,Jaguar,4,4,7,47,+7.015,12,0,0,12
4,6,2018 Punta del Este,2018-03-17,Mitch Evans,20,Jaguar,Jaguar,4,4,16,37,+4.075,12,0,0,12
5,1,2018 Ad Diriyah,2018-12-15,Mitch Evans,20,Jaguar,Jaguar,4,4,8,33,+5.383,12,0,0,12
2,6,2016 Long Beach,2016-04-02,Nick Heidfeld,23,Mahindra,Mahindra,4,4,4,41,+2.343,12,0,0,12
3,6,2017 Paris,2017-05-20,Felix Rosenqvist,19,Mahindra,Mahindra,4,4,6,49,+2.621,12,0,0,12
4,4,2018 Santiago,2018-02-03,Felix Rosenqvist,19,Mahindra,Mahindra,4,4,14,37,+2.793,12,0,0,12
5,4,2019 Mexico City,2019-02-16,Jérôme d'Ambrosio,64,Mahindra,Mahindra,4,4,18,45,+1.159,12,0,0,12
5,9,2019 Monaco,2019-05-11,Pascal Wehrlein,94,Mahindra,Mahindra,4,4,2,51,+1.439,12,0,1,13
6,3,2020 Santiago,2020-01-18,Pascal Wehrlein,94,Mahindra,Mahindra,4,4,3,40,+7.050,12,0,0,12
1,11,2015 London race 2,2015-06-28,Bruno Senna,21,Mahindra Racing,Mahindra,4,4,5,29,+10.147,12,0,0,12
6,6,2020 Berlin,2020-08-05,Nyck de Vries,17,Mercedes,Mercedes,4,4,5,36,+6.911,12,0,0,12
6,9,2020 Berlin race 4,2020-08-09,Nyck de Vries,17,Mercedes,Mercedes,4,4,5,37,+3.791,12,0,0,12
1,8,2015 Berlin,2015-05-23,Nelson Piquet Jr.,99,NEXTEV TCR,NIO-NextEV,4,4,13,33,+3.975,12,0,2,14
3,5,2017 Monaco,2017-05-13,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,4,4,3,51,+19.074,12,0,0,12
6,10,2020 Berlin race 5,2020-08-12,André Lotterer,36,Porsche,Porsche,4,4,7,36,+7.863,12,0,0,12
5,6,2019 Sanya,2019-03-23,André Lotterer,36,Techeetah-DS,Techeetah,4,4,7,36,+4.631,12,0,0,12
6,4,2020 Mexico City,2020-02-15,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,4,4,8,36,+14.331,12,0,0,12
6,8,2020 Berlin race 3,2020-08-08,António Félix da Costa,13,Techeetah-DS,Techeetah,4,4,8,35,+2.743,12,0,0,12
4,2,2017 Hong Kong race 2,2017-12-03,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,4,4,7,45,+12.593,12,0,0,12
4,10,2018 Zürich,2018-06-10,André Lotterer,18,Techeetah-Renault,Techeetah,4,4,2,39,+20.295,12,0,1,13
1,3,2014 Punta del Este,2014-12-13,Jarno Trulli,10,Trulli,Trulli,4,4,7,31,+4.163,12,0,0,12
2,2,2015 Putrajaya,2015-11-07,Stéphane Sarrazin,4,Venturi,Venturi,4,4,PL,33,+32.628,12,0,0,12
2,4,2016 Buenos Aires,2016-02-06,Stéphane Sarrazin,4,Venturi,Venturi,4,4,4,35,+9.415,12,0,0,12
4,8,2018 Paris,2018-04-28,Maro Engel,5,Venturi,Venturi,4,4,4,49,+9.287,12,0,0,12
4,11,2018 New York City,2018-07-14,Tom Dillmann,4,Venturi,Venturi,4,4,9,43,+4.090,12,0,0,12
5,3,2019 Santiago,2019-01-26,Edoardo Mortara,48,Venturi,Venturi,4,4,6,36,+17.056,12,0,0,12
6,2,2019 Diriyah race 2,2019-11-23,Edoardo Mortara,48,Venturi-Mercedes,Venturi,4,4,8,30,+4.294,12,0,0,12
1,4,2015 Buenos Aires,2015-01-10,Jaime Alguersuari,3,Virgin Racing,Virgin,4,4,2,35,+11.148s,12,0,0,12
1,7,2015 Monaco,2015-05-09,Sam Bird,2,Virgin Racing,Virgin,4,4,12,47,+4.801,12,0,0,12
5,7,2019 Rome,2019-04-13,Robin Frijns,4,Virgin-Audi,Virgin,4,4,8,29,+9.181,12,0,0,12
5,11,2019 Swiss,2019-06-22,Sam Bird,2,Virgin-Audi,Virgin,4,4,6,31,+2.996,12,0,1,13
5,13,2019 New York City race 2,2019-07-14,Sam Bird,2,Virgin-Audi,Virgin,4,4,4,36,+4.270,12,0,0,12
6,7,2020 Berlin race 2,2020-08-06,Robin Frijns,4,Virgin-Audi,Virgin,4,4,5,38,+9.239,12,0,0,12
3,7,2017 Berlin,2017-06-10,José María López,37,Virgin-Citröen,Virgin,4,4,2,44,+13.638,12,0,0,12
3,12,2017 Montreal race 2,2017-07-30,Sam Bird,2,Virgin-Citröen,Virgin,4,4,2,37,+7.114,12,0,0,12
3,2,2016 Marrakesh,2016-11-12,Nico Prost,8,e.Dams-Renault,Nissan-Renault,4,4,6,33,,12,0,0,12
3,10,2017 New York City race 2,2017-07-16,Pierre Gasly,9,e.Dams-Renault,Nissan-Renault,4,4,4,49,+12.355,12,0,0,12
4,12,2018 New York City race 2,2018-07-15,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,4,4,1,43,+1.780,12,3,0,15
6,1,2019 Diriyah,2019-11-22,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,4,4,8,34,+1.944,12,0,0,12
6,5,2020 Marrakesh,2020-02-29,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,4,4,6,34,+12.282,12,0,0,12
1,2,2014 Putrajaya,2014-11-22,Nico Prost,8,e.dams-Renault,Nissan-Renault,4,4,11,31,+ 9.552,12,3,0,15
1,6,2015 Long Beach,2015-04-04,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,4,4,10,39,+3.518s,12,0,0,12
2,7,2016 Paris,2016-04-23,Nico Prost,8,e.dams-Renault,Nissan-Renault,4,4,5,45,+2.142,12,0,0,12
2,8,2016 Berlin,2016-05-21,Nico Prost,8,e.dams-Renault,Nissan-Renault,4,4,6,48,+3.328,12,0,0,12
3,1,2016 Hong Kong,2016-10-09,Nico Prost,8,e.dams-Renault,Nissan-Renault,4,4,9,45,+7.360,12,0,0,12
3,3,2017 Buenos Aires,2017-02-18,Nico Prost,8,e.dams-Renault,Nissan-Renault,4,4,6,37,+8.065,12,0,0,12
4,9,2018 Berlin,2018-05-19,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,4,4,7,45,+17.282,12,0,0,12
2,5,2016 Mexico City,2016-03-12,Robin Frijns,27,Amlin Andretti,BMW-Andretti,5,5,12,43,+28.477,10,0,0,10
3,1,2016 Hong Kong,2016-10-09,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,5,5,13,45,+17.987,10,0,0,10
6,4,2020 Mexico City,2020-02-15,Alexander Sims,27,Andretti-BMW,BMW-Andretti,5,5,18,36,+19.244,10,0,1,11
4,1,2017 Hong Kong,2017-12-02,Daniel Abt,66,Audi,Audi,5,5,4,43,+17.205,10,0,1,11
5,6,2019 Sanya,2019-03-23,Daniel Abt,66,Audi,Audi,5,5,4,36,+5.972,10,0,0,10
5,12,2019 New York City,2019-07-13,Lucas di Grassi,11,Audi,Audi,5,5,14,36,+3.537,10,0,0,10
5,13,2019 New York City race 2,2019-07-14,Daniel Abt,66,Audi,Audi,5,5,6,36,+4.757,10,0,1,11
1,9,2015 Moscow,2015-06-06,Daniel Abt,66,Audi Sport ABT,Audi,5,5,7,35,+25.626,10,0,0,10
3,2,2016 Marrakesh,2016-11-12,Lucas di Grassi,11,Audi Sport ABT,Audi,5,5,12,33,,10,0,0,10
3,10,2017 New York City race 2,2017-07-16,Lucas di Grassi,11,Audi Sport ABT,Audi,5,5,9,49,+23.451,10,0,0,10
1,5,2015 Miami,2015-03-14,Nelson Piquet Jr.,99,China Racing,NIO-NextEV,5,5,7,39,+6.426s,10,0,2,12
1,2,2014 Putrajaya,2014-11-22,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,5,5,20,31,+ 13.722,10,0,0,10
1,7,2015 Monaco,2015-05-09,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,5,5,3,47,+5.881,10,0,0,10
2,1,2015 Beijing,2015-10-24,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,5,5,10,26,+16.514,10,0,0,10
3,9,2017 New York City,2017-07-15,Loïc Duval,6,Dragon-Penske,Dragon,5,5,12,43,+8.428,10,0,0,10
5,8,2019 Paris,2019-04-27,Maximilian Günther,6,Dragon-Penske,Dragon,5,5,5,32,+5.456,10,0,0,10
5,11,2019 Swiss,2019-06-22,Maximilian Günther,6,Dragon-Penske,Dragon,5,5,5,31,+4.625,10,0,0,10
7,2,2021 Diriyah race 2,2021-02-27,Nico Müller,6,Dragon-Penske,Dragon,5,5,6,29,+13.924,10,0,0,10
5,10,2019 Berlin,2019-05-25,Stoffel Vandoorne,5,HWA-Venturi,Mercedes,5,5,2,37,+6.336,10,0,0,10
2,6,2016 Long Beach,2016-04-02,Bruno Senna,21,Mahindra,Mahindra,5,5,10,41,+4.968,10,0,0,10
3,12,2017 Montreal race 2,2017-07-30,Nick Heidfeld,23,Mahindra,Mahindra,5,5,4,37,+21.933,10,0,0,10
4,6,2018 Punta del Este,2018-03-17,Felix Rosenqvist,19,Mahindra,Mahindra,5,5,12,37,+4.224,10,0,0,10
4,12,2018 New York City race 2,2018-07-15,Felix Rosenqvist,19,Mahindra,Mahindra,5,5,9,43,+12.146,10,0,0,10
6,6,2020 Berlin,2020-08-05,Jérôme d'Ambrosio,64,Mahindra,Mahindra,5,5,6,36,+13.212,10,0,0,10
6,10,2020 Berlin race 5,2020-08-12,Alex Lynn,94,Mahindra,Mahindra,5,5,5,36,+11.441,10,0,0,10
1,1,2014 Beijing,2014-09-13,Karun Chandhok,5,Mahindra Racing,Mahindra,5,5,4,25,+23.952,10,0,0,10
1,4,2015 Buenos Aires,2015-01-10,Bruno Senna,21,Mahindra Racing,Mahindra,5,5,19,35,+11.535s,10,0,0,10
1,6,2015 Long Beach,2015-04-04,Bruno Senna,21,Mahindra Racing,Mahindra,5,5,12,39,+8.844s,10,0,0,10
2,2,2015 Putrajaya,2015-11-07,Bruno Senna,21,Mahindra Racing,Mahindra,5,5,9,33,+34.404,10,0,0,10
6,3,2020 Santiago,2020-01-18,Nyck de Vries,17,Mercedes,Mercedes,5,5,8,40,+9.8831,10,0,0,10
6,7,2020 Berlin race 2,2020-08-06,Stoffel Vandoorne,5,Mercedes,Mercedes,5,5,13,38,+9.695,10,0,1,11
1,10,2015 London,2015-06-27,Nelson Piquet Jr.,99,NEXTEV TCR,NIO-NextEV,5,5,4,29,+7.370,10,0,0,10
4,9,2018 Berlin,2018-05-19,Oliver Turvey,16,NIO,NIO-NextEV,5,5,2,45,+19.620,10,0,0,10
3,3,2017 Buenos Aires,2017-02-18,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,5,5,5,37,+9.770,10,0,0,10
6,8,2020 Berlin race 3,2020-08-08,André Lotterer,36,Porsche,Porsche,5,5,7,35,+3.136,10,0,0,10
7,1,2021 Diriyah,2021-02-26,Pascal Wehrlein,99,Porsche,Porsche,5,5,2,32,+7.962,10,0,0,10
2,3,2015 Punta del Este,2015-12-19,Nico Prost,8,Renault e.dams,Nissan-Renault,5,5,6,33,+21.057,10,0,0,10
2,4,2016 Buenos Aires,2016-02-06,Nico Prost,8,Renault e.dams,Nissan-Renault,5,5,2,35,+11.316,10,0,0,10
2,9,2016 London,2016-07-02,Sébastien Buemi,9,Renault e.dams,Nissan-Renault,5,5,14,33,+10.052,10,0,0,10
5,2,2019 Marrakesh,2019-01-12,Jean-Éric Vergne,25,Techeetah-Citroën,Techeetah,5,5,2,31,+1.232,10,0,0,10
5,1,2018 Ad Diriyah,2018-12-15,André Lotterer,36,Techeetah-DS,Techeetah,5,5,7,33,+5.579,10,0,1,11
5,4,2019 Mexico City,2019-02-16,André Lotterer,36,Techeetah-DS,Techeetah,5,5,12,45,+1.785,10,0,0,10
4,3,2018 Marrakesh,2018-01-13,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,5,5,13,33,+12.238,10,0,0,10
4,5,2018 Mexico City,2018-03-03,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,5,5,6,47,+7.546,10,0,0,10
4,7,2018 Rome,2018-04-14,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,5,5,8,33,+17.444,10,0,0,10
4,11,2018 New York City,2018-07-14,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,5,5,18,43,+4.679,10,0,0,10
1,8,2015 Berlin,2015-05-23,Nick Heidfeld,23,Venturi,Venturi,5,5,4,33,+13.046,10,0,0,10
2,7,2016 Paris,2016-04-23,Stéphane Sarrazin,4,Venturi,Venturi,5,5,4,45,+3.044,10,0,0,10
2,10,2016 London race 2,2016-07-03,Stéphane Sarrazin,4,Venturi,Venturi,5,5,15,33,+24.984,10,0,0,10
3,5,2017 Monaco,2017-05-13,Maro Engel,5,Venturi,Venturi,5,5,5,51,+19.518,10,0,0,10
5,5,2019 Hong Kong,2019-03-10,Felipe Massa,19,Venturi,Venturi,5,5,9,36,+3.258,10,0,0,10
6,5,2020 Marrakesh,2020-02-29,Edoardo Mortara,48,Venturi-Mercedes,Venturi,5,5,5,34,+15.657,10,0,0,10
2,8,2016 Berlin,2016-05-21,Jean-Éric Vergne,25,Virgin,Virgin,5,5,1,48,+4.927,10,3,0,13
1,3,2014 Punta del Este,2014-12-13,Jaime Alguersuari,3,Virgin Racing,Virgin,5,5,5,31,+4.698,10,0,0,10
5,3,2019 Santiago,2019-01-26,Robin Frijns,4,Virgin-Audi,Virgin,5,5,15,36,+20.276,10,0,0,10
6,1,2019 Diriyah,2019-11-22,Robin Frijns,4,Virgin-Audi,Virgin,5,5,12,34,+3.983,10,0,0,10
6,11,2020 Berlin race 6,2020-08-13,Sam Bird,2,Virgin-Audi,Virgin,5,5,14,36,+8.710,10,0,1,11
4,2,2017 Hong Kong race 2,2017-12-03,Sam Bird,2,Virgin-Citroën,Virgin,5,5,13,45,+12.879,10,0,0,10
4,4,2018 Santiago,2018-02-03,Sam Bird,2,Virgin-Citroën,Virgin,5,5,4,37,+4.490,10,0,1,11
3,8,2017 Berlin race 2,2017-06-11,José María López,37,Virgin-Citröen,Virgin,5,5,3,46,+20.324,10,0,0,10
3,11,2017 Montreal,2017-07-29,Sam Bird,2,Virgin-Citröen,Virgin,5,5,18,35,+8.913,10,0,0,10
5,7,2019 Rome,2019-04-13,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,5,5,6,29,+9.778,10,0,1,11
5,9,2019 Monaco,2019-05-11,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,5,5,5,51,+6.215,10,0,0,10
3,6,2017 Paris,2017-05-20,Nico Prost,8,e.Dams-Renault,Nissan-Renault,5,5,9,49,+3.521,10,0,0,10
3,7,2017 Berlin,2017-06-10,Nico Prost,8,e.Dams-Renault,Nissan-Renault,5,5,9,44,+19.068,10,0,0,10
4,8,2018 Paris,2018-04-28,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,5,5,8,49,+10.194,10,0,0,10
4,10,2018 Zürich,2018-06-10,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,5,5,6,39,+26.692,10,0,0,10
6,2,2019 Diriyah race 2,2019-11-23,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,5,5,16,30,+5.475,10,0,0,10
6,9,2020 Berlin race 4,2020-08-09,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,5,5,3,37,+5.018,10,0,0,10
1,11,2015 London race 2,2015-06-28,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,5,5,6,29,+10.689,10,0,0,10
3,4,2017 Mexico City,2017-04-01,Nico Prost,8,e.dams-Renault,Nissan-Renault,5,5,13,45,+9.956,10,0,0,10
1,5,2015 Miami,2015-03-14,António Félix da Costa,55,Amlin Aguri,Techeetah,6,6,16,39,+8.754s,8,0,0,8
1,9,2015 Moscow,2015-06-06,Salvador Durán,77,Amlin Aguri,Techeetah,6,6,10,35,+28.960,8,0,0,8
1,4,2015 Buenos Aires,2015-01-10,Jean-Éric Vergne,27,Andretti,BMW-Andretti,6,6,6,35,+13.319s,8,0,0,8
2,8,2016 Berlin,2016-05-21,Robin Frijns,27,Andretti,BMW-Andretti,6,6,12,48,+6.501,8,0,0,8
3,1,2016 Hong Kong,2016-10-09,Robin Frijns,27,Andretti-BMW,BMW-Andretti,6,6,20,45,+21.161,8,0,0,8
3,6,2017 Paris,2017-05-20,Robin Frijns,27,Andretti-BMW,BMW-Andretti,6,6,7,49,+7.9994,8,0,0,8
4,1,2017 Hong Kong,2017-12-02,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,6,6,8,43,+18.083,8,0,0,8
5,10,2019 Berlin,2019-05-25,Daniel Abt,66,Audi,Audi,6,6,6,37,+6.551,8,0,0,8
5,11,2019 Swiss,2019-06-22,Daniel Abt,66,Audi,Audi,6,6,7,31,+6.930,8,0,0,8
5,12,2019 New York City,2019-07-13,Daniel Abt,66,Audi,Audi,6,6,4,36,+4.380,8,0,1,9
6,2,2019 Diriyah race 2,2019-11-23,Daniel Abt,66,Audi,Audi,6,6,14,30,+16.942,8,0,0,8
6,4,2020 Mexico City,2020-02-15,Lucas di Grassi,11,Audi,Audi,6,6,15,36,+28.346,8,0,0,8
6,9,2020 Berlin race 4,2020-08-09,Lucas di Grassi,11,Audi,Audi,6,6,12,37,+9.805,8,0,0,8
6,11,2020 Berlin race 6,2020-08-13,Lucas di Grassi,11,Audi,Audi,6,6,10,36,+11.593,8,0,0,8
1,11,2015 London race 2,2015-06-28,Lucas di Grassi,11,Audi Sport ABT,Audi,6,6,11,29,+11.204,8,0,0,8
3,2,2016 Marrakesh,2016-11-12,Daniel Abt,66,Audi Sport ABT,Audi,6,6,5,33,,8,0,0,8
3,7,2017 Berlin,2017-06-10,Daniel Abt,66,Audi Sport ABT,Audi,6,6,8,44,+19.799,8,0,0,8
3,12,2017 Montreal race 2,2017-07-30,Daniel Abt,66,Audi Sport ABT,Audi,6,6,6,37,+24.444,8,0,0,8
2,5,2016 Mexico City,2016-03-12,Sam Bird,2,DS Virgin Racing,Virgin,6,6,10,43,+28.928,8,0,0,8
1,1,2014 Beijing,2014-09-13,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,6,6,12,25,+31.664,8,0,0,8
1,6,2015 Long Beach,2015-04-04,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,6,6,8,39,+13.460s,8,0,0,8
2,4,2016 Buenos Aires,2016-02-06,Loïc Duval,6,Dragon Racing,Dragon,6,6,12,35,+15.660,8,0,0,8
3,3,2017 Buenos Aires,2017-02-18,Loïc Duval,6,Dragon-Penske,Dragon,6,6,14,37,+35.103,8,0,0,8
4,3,2018 Marrakesh,2018-01-13,José María López,6,Dragon-Penske,Dragon,6,6,4,33,+16.491,8,0,0,8
4,4,2018 Santiago,2018-02-03,Nelson Piquet Jr.,3,Jaguar,Jaguar,6,6,5,37,+6.364,8,0,0,8
4,5,2018 Mexico City,2018-03-03,Mitch Evans,20,Jaguar,Jaguar,6,6,12,47,+9.050,8,0,0,8
4,9,2018 Berlin,2018-05-19,Mitch Evans,20,Jaguar,Jaguar,6,6,9,45,+24.586,8,0,0,8
4,12,2018 New York City race 2,2018-07-15,Mitch Evans,20,Jaguar,Jaguar,6,6,6,43,+20.050,8,0,0,8
5,3,2019 Santiago,2019-01-26,Mitch Evans,20,Jaguar,Jaguar,6,6,11,36,+23.755,8,0,0,8
5,9,2019 Monaco,2019-05-11,Mitch Evans,20,Jaguar,Jaguar,6,6,12,51,+16.213,8,0,0,8
6,5,2020 Marrakesh,2020-02-29,Mitch Evans,20,Jaguar,Jaguar,6,6,24,34,+16.335,8,0,1,9
3,5,2017 Monaco,2017-05-13,Felix Rosenqvist,19,Mahindra,Mahindra,6,6,6,51,+19.599,8,0,0,8
4,10,2018 Zürich,2018-06-10,Nick Heidfeld,23,Mahindra,Mahindra,6,6,12,39,+28.059,8,0,0,8
4,11,2018 New York City,2018-07-14,Nick Heidfeld,23,Mahindra,Mahindra,6,6,10,43,+5.142,8,0,0,8
5,4,2019 Mexico City,2019-02-16,Pascal Wehrlein,94,Mahindra,Mahindra,6,6,1,45,+5.2102,8,3,1,12
5,6,2019 Sanya,2019-03-23,Jérôme d'Ambrosio,64,Mahindra,Mahindra,6,6,8,36,+17.340,8,0,0,8
1,2,2014 Putrajaya,2014-11-22,Karun Chandhok,5,Mahindra Racing,Mahindra,6,6,5,31,+ 17.158,8,0,0,8
1,3,2014 Punta del Este,2014-12-13,Bruno Senna,21,Mahindra Racing,Mahindra,6,6,20,31,+5.197,8,0,0,8
2,10,2016 London race 2,2016-07-03,Bruno Senna,21,Mahindra Racing,Mahindra,6,6,13,33,+27.174,8,0,0,8
6,1,2019 Diriyah,2019-11-22,Nyck de Vries,17,Mercedes,Mercedes,6,6,3,34,+4.560,8,0,0,8
6,3,2020 Santiago,2020-01-18,Stoffel Vandoorne,5,Mercedes,Mercedes,6,6,9,40,+11.237,8,0,0,8
6,6,2020 Berlin,2020-08-05,Stoffel Vandoorne,5,Mercedes,Mercedes,6,6,15,36,+13.654,8,0,0,8
2,1,2015 Beijing,2015-10-24,Oliver Turvey,88,NEXTEV TCR,NIO-NextEV,6,6,15,26,+39.466,8,0,0,8
4,2,2017 Hong Kong race 2,2017-12-03,Oliver Turvey,16,NIO,NIO-NextEV,6,6,9,45,+14.199,8,0,0,8
7,2,2021 Diriyah race 2,2021-02-27,Oliver Turvey,8,NIO,NIO-NextEV,6,6,4,29,+15.523,8,0,0,8
3,9,2017 New York City,2017-07-15,Oliver Turvey,88,NextEV NIO,NIO-NextEV,6,6,8,43,+8.952,8,0,0,8
6,10,2020 Berlin race 5,2020-08-12,Neel Jani,18,Porsche,Porsche,6,6,3,36,+12.922,8,0,0,8
2,2,2015 Putrajaya,2015-11-07,António Félix da Costa,55,Team Aguri,Techeetah,6,6,4,33,+36.925,8,0,0,8
2,3,2015 Punta del Este,2015-12-19,António Félix da Costa,55,Team Aguri,Techeetah,6,6,8,33,+22.410,8,0,0,8
2,9,2016 London,2016-07-02,António Félix da Costa,55,Team Aguri,Techeetah,6,6,16,33,+10.908,8,0,0,8
5,2,2019 Marrakesh,2019-01-12,André Lotterer,36,Techeetah-Citroën,Techeetah,6,6,20,31,+1.457,8,0,0,8
5,8,2019 Paris,2019-04-27,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,6,6,12,32,+6.694,8,0,0,8
3,8,2017 Berlin race 2,2017-06-11,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,6,6,5,46,+20.751,8,0,0,8
4,8,2018 Paris,2018-04-28,André Lotterer,18,Techeetah-Renault,Techeetah,6,6,3,49,+10.855,8,0,0,8
1,8,2015 Berlin,2015-05-23,Stéphane Sarrazin,30,Venturi,Venturi,6,6,9,33,+13.335,8,0,0,8
2,6,2016 Long Beach,2016-04-02,Sam Bird,2,Virgin,Virgin,6,6,1,41,+5.229,8,3,0,11
2,7,2016 Paris,2016-04-23,Sam Bird,2,Virgin,Virgin,6,6,1,45,+3.856,8,3,0,11
1,10,2015 London,2015-06-27,Sam Bird,2,Virgin Racing,Virgin,6,6,9,29,+7.762,8,0,0,8
5,5,2019 Hong Kong,2019-03-10,Sam Bird,2,Virgin-Audi,Virgin,6,6,7,36,+3.3062,8,0,1,9
6,7,2020 Berlin race 2,2020-08-06,Sam Bird,2,Virgin-Audi,Virgin,6,6,9,38,+10.081,8,0,0,8
4,6,2018 Punta del Este,2018-03-17,Alex Lynn,36,Virgin-Citroën,Virgin,6,6,3,37,+7.672,8,0,0,8
